,Name,Price,MC
0,BTC,-1.9211137367221298,-1.9211137367221298
1,ETH,34.9832903971675,34.9832903971675
2,XRP,5.143028016220573,5.143028016220573
3,DOGE,-5.914538555011921,-5.914538555011921
4,ADA,25.881631465802162,25.881631465802162
5,LTC,11.813027173527692,11.813027173527692
