,Name,Means_Price,Means_MC
0,BTC,2.847597502777025,2.959592613655131
1,ETH,27.221926941710194,27.11122195796333
2,XRP,54.80703673999977,55.24443400047293
3,DOGE,8.042697073520916,7.490548773264687
4,ADA,30.117821443875485,30.482860512139773
5,LTC,12.131595336233598,12.11471053995379
