,Date,Price,Market cap,Volume
0,2018-09-19 23:47:13.741,6382.064632127274,110285750207.2331,5403504468.265458
1,2018-09-20 00:47:09.422,6420.884789192493,110837104568.11601,5417066515.537294
2,2018-09-20 01:47:05.599,6407.228164423303,110813806994.08846,5102525522.977157
3,2018-09-20 02:47:05.335,6388.324235871264,110299012903.49626,5367261488.91686
4,2018-09-20 03:47:08.097,6397.833393612367,110562592413.52846,5311771631.7178
5,2018-09-20 04:47:10.767,6397.440313779032,110552757598.9489,5168061999.413448
6,2018-09-20 05:47:10.772,6395.462530237649,110423564420.27632,5457829839.362369
7,2018-09-20 06:47:15.217,6397.403825599654,110538075636.85712,5343100057.911725
8,2018-09-20 07:47:01.656,6406.859426643289,110693792502.22269,4995533784.309668
9,2018-09-20 08:47:04.951,6396.572002414484,110491520387.93233,5340885505.813594
10,2018-09-20 09:47:05.531,6390.010782798245,110406297810.83633,5216431912.656288
11,2018-09-20 10:47:04.263,6397.3862417606315,110554565425.54811,5331682975.326754
12,2018-09-20 11:47:06.022,6429.04155361538,111085355210.99731,5291862366.82166
13,2018-09-20 12:47:07.991,6430.935855205926,111113719518.4913,5389309775.400781
14,2018-09-20 13:47:12.657,6429.554123366295,110897330082.43927,5276262528.074168
15,2018-09-20 14:47:13.237,6417.858614609581,110877835112.21414,5204055819.172119
16,2018-09-20 15:47:15.426,6394.789091178075,110471964647.57196,5193772260.886667
17,2018-09-20 16:46:59.093,6423.686419210921,110933212817.2609,5131563583.261045
18,2018-09-20 17:47:10.361,6419.2070188184525,110921115350.58214,5245387103.595401
19,2018-09-20 18:47:11.156,6403.157108313883,110646105155.7348,5132686621.720795
20,2018-09-20 19:47:07.755,6426.455195411069,111058576140.40901,4718840097.281857
21,2018-09-20 20:47:09.407,6356.9302722761795,109674823331.02867,4797704081.823487
22,2018-09-20 21:47:08.673,6430.5770684669715,111041307334.981,4889771998.058216
23,2018-09-20 22:47:07.358,6483.800633758097,112028436108.03983,5017594012.491934
24,2018-09-20 23:47:09.799,6509.990040594673,112497342064.66057,5053517889.606527
25,2018-09-21 00:47:13.322,6509.489420399462,112481951512.03401,5109146378.803174
26,2018-09-21 01:47:07.900,6494.707695553785,112225597545.8289,5077891274.960375
27,2018-09-21 02:47:09.732,6515.976682260418,112555393456.92174,5152497377.290439
28,2018-09-21 03:47:11.952,6567.193512627813,113463090839.54727,5304778232.985301
29,2018-09-21 04:47:10.666,6542.220921311796,113020814603.23485,5252364798.079262
30,2018-09-21 05:47:08.801,6529.3438387235,112831483935.79486,5385700942.784289
31,2018-09-21 06:47:17.443,6561.935849123309,113366647783.70958,5387581361.93715
32,2018-09-21 07:47:09.390,6630.4034160095225,114481193391.1729,5721816737.161596
33,2018-09-21 08:47:05.785,6710.371880627019,116093113883.23714,6019402617.950222
34,2018-09-21 09:47:07.900,6691.075268879158,115423784087.67879,6017805320.951305
35,2018-09-21 10:47:10.940,6692.6548463211575,115810081777.28174,6046517212.207412
36,2018-09-21 11:47:07.053,6724.487733445706,116085562758.25842,6211206372.718973
37,2018-09-21 12:47:05.460,6749.909784390085,116534436638.76659,6069523954.821047
38,2018-09-21 13:47:14.871,6752.319030397955,116605435058.6703,6188206703.34556
39,2018-09-21 14:47:15.781,6734.807929841947,116331688993.20032,6223584697.916958
40,2018-09-21 15:47:11.628,6694.526645328568,115536654424.60745,6341609856.6517725
41,2018-09-21 16:47:14.609,6714.503708844469,115970659015.13882,6211375870.617452
42,2018-09-21 17:47:14.850,6715.245763160698,116066568799.53242,6105216087.107609
43,2018-09-21 18:47:13.946,6718.89888422738,116324483512.46904,6112746340.601009
44,2018-09-21 19:47:17.177,6744.206617997152,116470302668.25365,6209355454.017972
45,2018-09-21 20:47:02.590,6767.625894478178,116873575847.43633,6104314118.223837
46,2018-09-21 21:47:16.975,6752.3116751547195,116550102058.17427,6058557720.524439
47,2018-09-21 22:47:11.764,6721.620901578633,116161012521.1146,5899256199.214149
48,2018-09-21 23:47:13.145,6750.540154553768,116612676663.83673,5921588494.519395
