,Name,Price,MC
0,BTC,4.771213591092244,4.771213591092244
1,ETH,26.693457418568173,26.693457418568173
2,XRP,40.47153385649997,40.47153385649997
3,DOGE,19.59197197435307,19.59197197435307
4,ADA,28.919130847857172,28.919130847857172
5,LTC,16.763268679318575,16.763268679318575
