,Date,Price,Market cap,Volume
0,2020-11-20 00:03:30.838,0.10580308745480436,3287796634.8237433,412896181.4716239
1,2020-11-20 01:03:31.634,0.10594376749519441,3296887898.9114122,414099068.350154
2,2020-11-20 02:01:47.541,0.10661607941522509,3312192072.78024,420839538.3487375
3,2020-11-20 03:23:38.547,0.10744243980307562,3342872031.2408433,423019436.7491471
4,2020-11-20 04:24:12.661,0.10775633897198637,3352567441.7750983,424716633.82870084
5,2020-11-20 05:24:30.746,0.1070144006578713,3329483897.368913,420656042.1412744
6,2020-11-20 06:24:13.840,0.10690364581393685,3321635070.846986,413337221.45169175
7,2020-11-20 07:24:14.397,0.10777492149743462,3322536823.260523,397866929.89850813
8,2020-11-20 08:22:48.088,0.10731045066058145,3338694748.5326824,396912410.78778285
9,2020-11-20 09:22:16.403,0.10784724786639212,3368662277.8718653,399592572.8193517
10,2020-11-20 10:33:44.466,0.1083141618801149,3372587186.6448836,410193919.3278842
11,2020-11-20 11:03:02.767,0.10947321744725313,3399460537.0779743,414953691.33685005
12,2020-11-20 12:03:12.828,0.110048130961621,3426695965.3492546,420168424.8413188
13,2020-11-20 13:04:48.360,0.10999233598287732,3418512800.3689246,418522072.74415964
14,2020-11-20 14:24:03.067,0.11150940752885788,3469334729.626148,423826367.68718696
15,2020-11-20 15:06:21.538,0.11026943999612279,3444517560.0192966,425286512.45159477
16,2020-11-20 16:01:29.247,0.10990749023576694,3423324473.398522,431082231.7129541
17,2020-11-20 17:23:50.893,0.11057208867788872,3440172411.2669625,432787620.5903417
18,2020-11-20 18:19:04.215,0.11113597269558381,3449625161.0834723,438275216.7685882
19,2020-11-20 19:08:21.085,0.11130956582869762,3461696294.95986,443891913.99438244
20,2020-11-20 20:02:58.901,0.11196011016627526,3487977572.685683,441303450.2322539
21,2020-11-20 21:17:40.508,0.11436920399134193,3557393578.011672,486736641.3289846
22,2020-11-20 22:20:49.085,0.11460497995451388,3558723594.459921,490862799.0725543
23,2020-11-20 23:03:07.691,0.11403524559042062,3545112691.414352,493069325.3706193
24,2020-11-21 00:13:35.865,0.11887643525571631,3678115216.6207776,544771618.1903261
25,2020-11-21 01:02:12.489,0.12025224296363586,3728988976.109785,574664709.1477485
26,2020-11-21 02:18:24.703,0.12070730949794925,3752318622.669985,597806144.447023
27,2020-11-21 03:31:35.552,0.11974701959554676,3727043902.865447,626075276.8865297
28,2020-11-21 04:02:43.776,0.11880219889984153,3708703341.311143,627144440.8440121
29,2020-11-21 05:29:42.791,0.11854408574648277,3687413796.093131,663274908.5239471
30,2020-11-21 06:25:13.208,0.12129654108222489,3769138894.8952336,698192079.5246118
31,2020-11-21 07:01:49.869,0.1225060876979685,3813067717.5438766,729513716.9098635
32,2020-11-21 08:21:10.087,0.12436431058627721,3850742012.0797,758371530.2248669
33,2020-11-21 09:13:51.290,0.12592964223300046,3917984060.4505014,788530195.7247691
34,2020-11-21 10:16:17.141,0.12555149775784258,3897397323.1254864,819720385.4033633
35,2020-11-21 11:31:08.684,0.12408224205998464,3860506850.932526,832791535.1339501
36,2020-11-21 12:06:27.090,0.12302940191581004,3828236121.0718584,840281346.2898014
37,2020-11-21 13:33:17.216,0.12714080296578165,3946786236.3197217,916993189.8995339
38,2020-11-21 14:31:18.276,0.1266064480965791,3957266605.157704,942315337.1192756
39,2020-11-21 15:22:27.171,0.12862019454883072,3967102097.8136,967654851.3661528
40,2020-11-21 16:19:44.273,0.13005973584976233,4047877991.8348317,1002629161.8253967
41,2020-11-21 17:06:51.581,0.12891002680393854,4008752141.271436,1019309038.4887516
42,2020-11-21 18:11:16.268,0.12863214709150114,4001415326.489196,1044443605.8559903
43,2020-11-21 19:21:48.935,0.12796785806092414,3981398019.1020083,1051582867.6045591
44,2020-11-21 20:01:57.391,0.12843474559146417,3988669604.840785,1064460478.0322508
45,2020-11-21 21:10:20.089,0.12737255150011134,3962876552.869057,1033460478.7902453
46,2020-11-21 22:32:53.524,0.1268120810783455,3946555322.173853,1032089920.6023359
47,2020-11-21 23:03:04.164,0.12881135184138795,3962578135.317093,1048306706.8135732
48,2020-11-22 00:06:17.552,0.13309571824727906,4129601214.1353707,1085304211.503832
49,2020-11-22 01:03:46.741,0.13050984680915287,4140459058.068733,1095196990.4082186
50,2020-11-22 02:02:31.929,0.12549053438650118,3914848030.9310546,1115866238.300758
51,2020-11-22 03:06:30.374,0.1281353742958971,4010578275.858516,1151010962.4966278
52,2020-11-22 04:06:27.172,0.12842845445644321,3998829661.17753,1158105569.6829228
53,2020-11-22 05:07:22.449,0.12680440372196397,3950580101.356983,1132526747.6516807
54,2020-11-22 06:08:01.751,0.12438136074976461,3869813176.5756383,1119659811.120668
55,2020-11-22 07:06:57.259,0.12300312376667646,3825608424.802204,1119791139.2570655
56,2020-11-22 08:05:07.010,0.1247016201325929,3830313436.039988,1148683313.7703316
57,2020-11-22 09:08:54.386,0.13091274766560235,4062786459.899519,1298147537.7817206
58,2020-11-22 10:05:04.540,0.13604492055629414,4281060583.4659963,1381031368.5526211
59,2020-11-22 11:07:54.956,0.1331204937179792,4126568303.3869834,1384647207.3142717
60,2020-11-22 12:09:39.343,0.12854341755523532,3999305105.0316253,1388884669.0089931
61,2020-11-22 13:02:45.837,0.12873905187571455,4024836444.6731625,1388432035.479151
62,2020-11-22 14:07:53.115,0.1312498102231511,4079585974.530325,1405243055.1598241
63,2020-11-22 15:03:03.151,0.13331674941242275,4166215501.3234925,1429668955.5129383
64,2020-11-22 16:07:47.235,0.13311835353553497,4146384713.243776,1426008210.447259
65,2020-11-22 17:12:14.786,0.13702638070646966,4263231165.826989,1469664988.1793184
66,2020-11-22 18:10:23.428,0.13569837980517066,4234223522.201398,1447399086.8861392
67,2020-11-22 19:10:53.952,0.13904826885366156,4298301968.100269,1497337214.475245
68,2020-11-22 20:12:37.540,0.14605415137186073,4471523156.210645,1597450268.7613852
69,2020-11-22 21:12:59.797,0.14786049581787755,4627934896.128172,1713040803.9760993
70,2020-11-22 22:10:36.542,0.14949732769783233,4679012534.93425,1802885064.8214326
71,2020-11-22 23:05:19.352,0.14758830112625196,4606478198.492037,1810087189.1922293
72,2020-11-23 00:08:18.619,0.1465816915694529,4521712523.096426,1825569816.8854187
73,2020-11-23 01:05:58.264,0.14282051561881734,4452095980.676626,1803128466.0258496
74,2020-11-23 02:06:25.425,0.14821312985083201,4609244066.380302,1828509854.3027353
75,2020-11-23 03:14:02.995,0.1460975856919659,4576460115.712032,1803832303.8407915
76,2020-11-23 04:18:01.940,0.15022983551773372,4667294560.064983,1864407633.8780086
77,2020-11-23 05:02:45.683,0.1485720069874213,4630020628.523235,1866468331.4620976
78,2020-11-23 06:12:38.052,0.14689018352086763,4563747501.417557,1859533291.2060032
79,2020-11-23 07:02:32.144,0.1494404660430089,4598042835.863651,1857769819.102556
80,2020-11-23 08:13:08.792,0.1549692336594665,4712604608.003047,1934531076.1717944
81,2020-11-23 09:11:42.010,0.15377159352294986,4784216342.473732,1838370239.3466942
82,2020-11-23 10:06:10.858,0.15335062459366627,4776945591.551088,1789307614.1704776
83,2020-11-23 11:03:52.930,0.15463551975840686,4815526681.981705,1787592298.929833
84,2020-11-23 12:07:50.879,0.1529025473380871,4762305278.465105,1734658606.9935656
85,2020-11-23 13:12:17.095,0.15406911965374195,4793473119.649785,1720383579.852499
86,2020-11-23 14:12:55.824,0.1555063864363051,4838190060.3544855,1772011361.570426
87,2020-11-23 15:18:24.755,0.15513664422788753,4808665219.72128,1812702354.1891897
88,2020-11-23 16:11:54.773,0.151178173524513,4703528602.591735,1808537470.636768
89,2020-11-23 17:13:10.781,0.15009083245595242,4669698720.291178,1802005526.1019762
90,2020-11-23 18:09:30.101,0.15075439799452436,4690343892.921614,1810916253.9134915
91,2020-11-23 19:14:07.076,0.14849836189622828,4620153004.452555,1769769633.06534
92,2020-11-23 20:07:44.318,0.14859237292082964,4623077921.012017,1751841942.8127942
93,2020-11-23 21:09:21.328,0.14867648783463908,4623555187.085289,1667022212.7110174
94,2020-11-23 22:03:57.056,0.15198682966545563,4714590682.944154,1637143872.5172632
95,2020-11-23 23:17:50.047,0.15214285063206462,4739806716.541237,1600116969.382068
