,Name,Price,MC
0,BTC,2.7666801470306237,2.7666801470306237
1,ETH,29.05795335935885,29.05795335935885
2,XRP,99.65860713494877,99.65860713494877
3,DOGE,16.774841134254295,16.774841134254295
4,ADA,43.79811997174004,43.79811997174004
5,LTC,7.46261494870802,7.46261494870802
